genesym	logFC	AveExpr	t	P.Value	adj.P.Val	B
HOXD1	-1.65042685414125	4.88848508961329	-48.3337683677489	1.79941275121837e-250	1.51150671102343e-248	563.151795512964
TBR1	-1.91985668146432	5.37054013210823	-48.0280976950184	1.04934883676684e-248	4.40726511442075e-247	559.085939808166
ELK4	-1.79048417227289	4.93334273113241	-44.8483930322065	4.83750290817258e-230	1.35450081428832e-228	516.111312034778
NLRP3	-1.40829750946653	4.69864816011081	-41.8137594803082	9.63622506607535e-212	2.02360726387582e-210	473.976086367976
ATXN3L	-2.14470050711682	5.20468236196702	-41.067725722071	3.56331628506016e-207	5.98637135890107e-206	463.458248355037
ELL2	-1.50714165884142	5.83487756807848	-40.5505314966369	5.4194133832494e-204	7.58717873654916e-203	456.131419432596
MECOM	-1.90295252751181	6.04124263975826	-40.4473836851644	2.34453236795465e-203	2.81343884154558e-202	454.666785661205
PAX4	-1.16858953510959	4.79744449755061	-40.428169482306	3.08036611529785e-203	3.23438442106274e-202	454.393832635329
DMD	-2.21625677774103	6.20216261465094	-39.2702746724351	4.60285002227291e-196	4.29599335412139e-195	437.874812613446
ZNF717	-2.00281483200546	5.85227441409734	-39.1570487074906	2.33208547838499e-195	1.95895180184339e-194	436.252224304446
BMP15	-2.0310588672042	6.3182854043399	-38.6164239710128	5.49670394311156e-192	4.19748301110337e-191	428.487526840442
ZNF695	-1.72694430117112	5.40676169769243	-37.0509892260668	3.73273304603133e-182	2.61291313222193e-181	405.850421777275
ISL1	-1.77825241404253	5.24540188313793	-36.9364710422056	1.97232641402891e-181	1.2744262982956e-180	404.185920845766
ZC3H13	-1.81956179207207	6.69852537809279	-34.4588389723401	1.11003278913895e-165	6.66019673483372e-165	367.92404483909
ING2	-1.84645693763512	5.85850897266029	-34.3075815374294	1.03028027610226e-164	5.76956954617266e-164	365.696392463122
SHOX	-1.52129828265891	6.57565314662993	-34.0779110617612	3.04341909915658e-163	1.59779502705721e-162	362.311247124421
SP4	-1.51994909814653	6.16921303564514	-33.6996459882507	8.0916778281446e-161	3.99824080920086e-160	356.729256230379
ZNF287	-1.57393308584114	6.52596601403376	-32.67039120541	3.32772083070074e-154	1.55293638766035e-153	341.502938642101
TP63	-2.13037203593377	6.97917031849474	-32.5231866978515	2.95025097338509e-153	1.30432148297025e-152	339.321266232492
ZIC3	-1.49321699023096	5.85984952172105	-32.2244825264171	2.47808543143103e-151	1.04079588120103e-150	334.891589455615
DCC	-1.65684814261438	5.73676907653613	-32.0288217763426	4.52237477496577e-150	1.80894990998631e-149	331.988199695964
IKZF2	-1.25112192977041	6.20250692646821	-30.8000755695189	3.86869595352926e-142	1.4771384549839e-141	313.728963470604
CHD2	-1.18801492392443	6.8311389424182	-30.5536878558637	1.51324420808159e-140	5.52663102081973e-140	310.063664822531
